,stop_id,on_street,cross_street,routes,boardings,alightings,location
0,1,JACKSON,AUSTIN,126,183.4,150.0,"(41.87632184, -87.77410482)"
1,2,JACKSON,MAYFIELD (EXTENDED),126,5.3,0.2,"(41.87706679, -87.77131794)"
2,3,JACKSON,MENARD,126,8.3,0.7,"(41.87695725, -87.76975039)"
3,4,JACKSON,5700 WEST,126,17.9,3.0,"(41.87702418, -87.76745055)"
4,6,JACKSON,LOTUS,126,74.0,11.2,"(41.876513, -87.761446)"
5,7,JACKSON,5351 WEST,126,14.3,2.5,"(41.87655197, -87.75892544)"
6,8,JACKSON,LOCKWOOD,126,62.4,14.1,"(41.876564, -87.757313)"
7,9,JACKSON,LARAMIE,126,0.1,0.0,"(41.87659463, -87.75461526)"
8,12,JACKSON,LAVERGNE,126,0.0,0.0,"(41.87662062, -87.74912362)"
9,13,JACKSON,4849 WEST,126,0.0,0.0,"(41.87668892, -87.74701737)"
10,14,JACKSON,CICERO,126,530.5,145.2,"(41.87676314, -87.74483066)"
11,15,JACKSON,KILPATRICK,126,51.6,13.1,"(41.87682975, -87.74254901)"
12,16,JACKSON,KENTON,126,16.2,8.1,"(41.87683358, -87.74058525)"
13,17,JACKSON,KOLMAR,126,17.9,5.2,"(41.87685748, -87.73934698)"
14,18,JACKSON,KILBOURN,126,56.4,29.6,"(41.87688572, -87.73761421)"
15,19,JACKSON,KOSTNER,126,95.1,28.2,"(41.87691497, -87.73515882)"
16,20,JACKSON,KILDARE,126,56.3,31.0,"(41.876933, -87.73265)"
17,21,JACKSON,KEELER,126,49.4,21.5,"(41.876963, -87.7302)"
18,22,JACKSON,KARLOV,126,25.1,36.1,"(41.8770066, -87.72780787)"
19,23,JACKSON,PULASKI,126,239.9,122.0,"(41.87704003, -87.72532923)"
20,24,JACKSON,SPRINGFIELD,126,32.1,16.6,"(41.87706855, -87.72295441)"
21,25,JACKSON,HAMLIN,126,60.3,54.6,"(41.87708065, -87.72082664)"
22,26,JACKSON,CENTRAL PARK,126,40.1,41.3,"(41.87714182, -87.7154772)"
23,27,JACKSON,ST. LOUIS,126,13.1,17.4,"(41.877181, -87.713241)"
24,29,JACKSON,SPAULDING,126,9.8,35.3,"(41.87723116, -87.70827664)"
25,30,JACKSON,KEDZIE,126,161.5,148.7,"(41.87725804, -87.70577393)"
26,31,JACKSON,ALBANY,126,20.1,28.0,"(41.877288, -87.703323)"
27,32,JACKSON,SACRAMENTO,126,54.8,34.6,"(41.877318, -87.700867)"
28,33,JACKSON,FRANCISCO,126,56.7,80.9,"(41.877348, -87.69841)"
29,34,JACKSON,CALIFORNIA,126,105.4,81.8,"(41.87737082, -87.69595515)"
30,35,JACKSON,WASHTENAW,126,30.8,16.8,"(41.87739943, -87.69355299)"
31,36,JACKSON,2609 WEST alley,126,8.4,8.3,"(41.8774236, -87.69165753)"
32,38,JACKSON,WESTERN,126,81.3,97.1,"(41.877478, -87.686093)"
33,39,JACKSON,OAKLEY,126,26.6,148.6,"(41.877496, -87.683652)"
34,40,JACKSON,LEAVITT,126,36.1,20.4,"(41.87754396, -87.68127094)"
35,41,JACKSON,HOYNE,126,32.0,85.3,"(41.87739502, -87.67873587)"
36,42,JACKSON,DAMEN,126,60.7,92.9,"(41.877421, -87.67667235)"
37,44,DAMEN,CONGRESS,"50,126",50.7,38.6,"(41.87513747, -87.67664239)"
38,48,HARRISON,WOOD,126,1.0,1.5,"(41.874059, -87.671334)"
39,49,HARRISON,PAULINA,"126, 755",1.6,4.3,"(41.87409, -87.669231)"
40,50,ASHLAND,CONGRESS,"9,126",14.8,27.0,"(41.87508698, -87.66643194)"
41,51,ASHLAND,VAN BUREN,"9,126",100.9,260.7,"(41.87655158, -87.66651521)"
42,52,JACKSON,1900 W.(MALCOLM X COLL.),126,82.8,229.0,"(41.87743988, -87.67402389)"
43,53,JACKSON,OGDEN,126,23.6,26.8,"(41.87748733, -87.67103731)"
44,54,JACKSON,PAULINA,126,34.7,35.0,"(41.8775244, -87.66899047)"
45,55,JACKSON,ASHLAND,126,61.9,88.8,"(41.87755467, -87.66689065)"
46,56,JACKSON,LAFLIN,126,66.6,27.1,"(41.87759, -87.664068)"
47,57,JACKSON,LOOMIS,126,9.9,15.6,"(41.877634, -87.661652)"
48,59,JACKSON,RACINE,126,96.0,41.9,"(41.87772931, -87.65677916)"
49,60,JACKSON,ABERDEEN,126,24.9,6.5,"(41.877751, -87.654338)"
50,61,JACKSON,MORGAN,126,36.9,15.3,"(41.87780698, -87.65169869)"
51,63,JACKSON,PEORIA,126,69.7,83.0,"(41.87784819, -87.64946073)"
52,64,JACKSON,HALSTED,126,42.0,45.8,"(41.8778898, -87.64696658)"
53,65,JACKSON,DESPLAINES,126,66.7,103.6,"(41.87792686, -87.64375065)"
54,67,JACKSON,CANAL,"121,123",443.1,5.1,"(41.877997, -87.639776)"
55,69,JACKSON,FINANCIAL PLACE,"1,7,X28,126,129,130,132,151",118.4,185.4,"(41.878081, -87.632868)"
56,70,JACKSON,DEARBORN,"1,7,X28,126,129,130,151",208.5,476.9,"(41.878121, -87.629467)"
57,71,JACKSON,STATE,"1,7,X28,126,129,130",200.5,750.2,"(41.878141, -87.627899)"
58,72,JACKSON,WABASH,"1,7,X28,126,129",97.7,494.5,"(41.878208, -87.625752)"
59,73,MICHIGAN,betw. VAN BUREN & CONGRES,"1,3,4,7,J14,26,X28,126,129,132,143,147,148",965.5,921.5,"(41.876271, -87.624396)"
60,74,CONGRESS PLAZA,MICHIGAN,"7,126,132,143,147",138.8,250.3,"(41.87485809, -87.62355113)"
61,75,MICHIGAN,VAN BUREN,"1,7,X28,126,129",290.4,90.8,"(41.87669, -87.62416)"
62,76,MICHIGAN,JACKSON,"3,4,6,J14,26,143",427.4,1794.2,"(41.878135, -87.624193)"
63,77,ADAMS,WABASH,"1,7,X28,126,129,151",857.7,752.4,"(41.879575, -87.625884)"
64,80,ADAMS,WELLS,"1,7,X28,126,129,130,134,135,136,151,156",343.9,1172.2,"(41.879426, -87.634024)"
65,86,VAN BUREN,JEFFERSON,"125,126",11.8,12.1,"(41.876778, -87.642319)"
66,87,VAN BUREN,DESPLAINES,126,15.3,14.7,"(41.87676, -87.643782)"
67,88,VAN BUREN,HALSTED,126,51.2,54.0,"(41.876726, -87.647048)"
68,89,VAN BUREN,PEORIA,126,17.5,51.2,"(41.876682, -87.649401)"
69,92,VAN BUREN,ABERDEEN,126,15.9,28.8,"(41.87661688, -87.6544072)"
70,93,VAN BUREN,RACINE,126,25.8,40.9,"(41.87657583, -87.65680352)"
71,94,VAN BUREN,THROOP,126,14.9,45.7,"(41.87652937, -87.65932106)"
72,96,VAN BUREN,LAFLIN,126,13.1,33.2,"(41.87644665, -87.66410017)"
73,97,VAN BUREN,ASHLAND,126,94.2,59.6,"(41.87640948, -87.66647087)"
74,99,VAN BUREN,OGDEN,126,28.4,26.8,"(41.87632903, -87.67187647)"
75,100,VAN BUREN,1900 W.(MALCOLM X COLL.),126,153.8,108.4,"(41.876242, -87.674057)"
76,101,VAN BUREN,DAMEN,126,24.0,16.0,"(41.87624, -87.676072)"
77,103,HARRISON,PAULINA,"126, 755",0.3,0.4,"(41.87421, -87.66897)"
78,107,HARRISON,OGDEN,"7,126",237.6,332.4,"(41.8741415, -87.67454701)"
79,108,HARRISON,DAMEN,"7,126",61.5,49.4,"(41.87410934, -87.67632053)"
80,111,DAMEN,JACKSON,50,163.9,187.7,"(41.87740942, -87.67635136)"
81,118,JACKSON,ROCKWELL,126,8.6,9.3,"(41.87755894, -87.69097077)"
82,119,JACKSON,WASHTENAW,126,24.0,41.4,"(41.87752503, -87.69403232)"
83,120,JACKSON,CALIFORNIA,126,95.3,98.5,"(41.87749585, -87.69648347)"
84,121,JACKSON,FRANCISCO,126,64.2,57.5,"(41.87747326, -87.6987788)"
85,122,JACKSON,SACRAMENTO,126,44.1,60.3,"(41.87744329, -87.70133446)"
86,123,JACKSON,ALBANY,126,17.5,31.1,"(41.87740982, -87.70378269)"
87,124,JACKSON,KEDZIE,126,190.4,129.8,"(41.87739519, -87.70627812)"
88,125,JACKSON,SPAULDING,126,5.3,15.8,"(41.8773701, -87.70855292)"
89,126,JACKSON,HOMAN,126,87.1,104.5,"(41.87735315, -87.71111733)"
90,127,JACKSON,ST. LOUIS,126,11.5,23.6,"(41.87730566, -87.71365567)"
91,128,CENTRAL PARK,JACKSON,126,35.7,26.9,"(41.87701673, -87.7158695)"
92,129,JACKSON,HAMLIN,126,27.5,51.2,"(41.8772105, -87.72104802)"
93,130,JACKSON,SPRINGFIELD,126,12.1,51.4,"(41.8771684, -87.72332492)"
94,131,JACKSON,PULASKI,126,133.5,165.1,"(41.87713666, -87.72579473)"
95,132,JACKSON,KARLOV,126,18.8,37.9,"(41.87710765, -87.72819551)"
96,133,JACKSON,KEELER,126,16.0,35.0,"(41.87707727, -87.73064873)"
97,134,JACKSON,KILDARE,126,25.8,65.8,"(41.8770945, -87.73310614)"
98,135,JACKSON,KOSTNER,126,27.0,76.4,"(41.87701751, -87.73555571)"
99,136,JACKSON,KILBOURN,126,18.5,57.2,"(41.87698719, -87.737991)"
100,137,JACKSON,KOLMAR,126,4.6,14.2,"(41.87696338, -87.73943465)"
101,138,JACKSON,KENTON,126,5.0,15.2,"(41.87696546, -87.74069588)"
102,139,JACKSON,KILPATRICK,126,38.9,242.1,"(41.87692666, -87.74280741)"
103,140,JACKSON,CICERO,126,0.2,1.7,"(41.87685893, -87.74541898)"
104,141,JACKSON,4900 WEST,126,0.0,0.0,"(41.87682102, -87.74713903)"
105,142,JACKSON,LAVERGNE,126,0.0,0.0,"(41.87680393, -87.74934028)"
106,143,JACKSON,5056 WEST,126,0.0,0.0,"(41.87675729, -87.75161217)"
107,144,JACKSON,LEAMINGTON,126,0.0,0.0,"(41.87672858, -87.75353528)"
108,145,JACKSON,LARAMIE,126,59.1,172.9,"(41.87673038, -87.75523999)"
109,146,JACKSON,LOCKWOOD,126,14.3,92.0,"(41.8766768, -87.75782934)"
110,147,JACKSON,5400 WEST,126,4.8,31.7,"(41.87664899, -87.75967824)"
111,148,JACKSON,LOTUS,126,13.4,90.9,"(41.87661212, -87.76154549)"
112,149,JACKSON,CENTRAL,126,15.9,191.3,"(41.87660365, -87.76459825)"
113,150,JACKSON,5700 WEST,126,1.5,17.7,"(41.87716981, -87.76801292)"
114,151,JACKSON,MENARD,126,0.1,6.8,"(41.8771099, -87.76974453)"
115,152,JACKSON,MAYFIELD,126,0.2,5.2,"(41.87723809, -87.7713027)"
116,153,HARRISON,CENTRAL,7,174.2,0.8,"(41.872683, -87.76479999)"
117,154,HARRISON,LOTUS,7,43.4,1.9,"(41.872803, -87.761654)"
118,155,HARRISON,5400 WEST,7,10.4,1.3,"(41.8729, -87.759367)"
119,156,HARRISON,LOCKWOOD,7,35.6,10.8,"(41.872855, -87.75752)"
120,157,HARRISON,LARAMIE,7,96.9,19.1,"(41.87288253, -87.75449102)"
121,158,HARRISON,LEAMINGTON,7,67.2,14.6,"(41.87289309, -87.75318511)"
122,159,HARRISON,LAVERGNE,7,29.7,13.1,"(41.87300185, -87.74920832)"
123,160,HARRISON,CICERO,7,136.5,64.2,"(41.87306462, -87.74514556)"
124,161,HARRISON,KILPATRICK,7,13.6,4.5,"(41.873099, -87.742661)"
125,162,HARRISON,4630 WEST,7,3.5,1.6,"(41.873198, -87.740893)"
126,163,HARRISON,KOLMAR (east leg),7,5.5,5.5,"(41.873205, -87.739488)"
127,164,HARRISON,KILBOURN (west leg),7,8.8,9.3,"(41.87321343, -87.73794849)"
128,165,HARRISON,KOSTNER,7,27.6,15.1,"(41.87376435, -87.73549587)"
129,166,KOSTNER,LEXINGTON,7,33.7,19.0,"(41.871629, -87.735223)"
130,167,FIFTH AVENUE,KOSTNER,7,12.2,5.8,"(41.87026275, -87.73495185)"
131,168,FIFTH AVENUE,KILDARE,7,20.4,8.6,"(41.87089987, -87.73270091)"
132,169,FIFTH AVENUE,KEELER,7,15.3,11.9,"(41.8716, -87.730102)"
133,170,FIFTH AVENUE,KARLOV,7,11.0,12.9,"(41.872297, -87.727603)"
134,171,FIFTH AVENUE,PULASKI,7,102.4,97.0,"(41.87289549, -87.72557064)"
135,172,HARRISON,SPRINGFIELD,7,12.5,8.1,"(41.873419, -87.723087)"
136,174,HARRISON,INDEPENDENCE,7,50.6,32.8,"(41.873457, -87.719565)"
137,175,HARRISON,LAWNDALE,7,11.2,19.2,"(41.873469, -87.718216)"
138,177,HARRISON,ST. LOUIS,7,7.5,9.5,"(41.873541, -87.713327)"
139,178,HARRISON,HOMAN,7,78.6,89.9,"(41.873566, -87.71088)"
140,179,HARRISON,SPAULDING,7,2.8,5.1,"(41.873602, -87.708461)"
141,181,HARRISON,ALBANY,7,16.6,14.5,"(41.87365176, -87.70351379)"
142,182,HARRISON,SACRAMENTO,7,64.2,84.5,"(41.87368976, -87.70104879)"
143,183,HARRISON,FRANCISCO,7,18.7,30.6,"(41.873716, -87.698661)"
144,185,HARRISON,WASHTENAW,7,43.4,10.3,"(41.873755, -87.693779)"
145,186,HARRISON,MAPLEWOOD (east leg),7,8.1,5.9,"(41.873785, -87.690705)"
146,187,HARRISON,CAMPBELL,7,9.7,11.2,"(41.873804, -87.688797)"
147,188,HARRISON,WESTERN,7,83.0,80.5,"(41.87382334, -87.686408)"
148,189,HARRISON,OAKLEY,7,38.8,13.6,"(41.873882, -87.683913)"
149,190,HARRISON,LEAVITT,7,19.2,5.8,"(41.873911, -87.681449)"
150,191,HARRISON,HOYNE,7,11.1,6.8,"(41.87395, -87.67899)"
151,192,HARRISON,DAMEN,7,42.3,69.2,"(41.87397341, -87.67659224)"
152,193,HARRISON,ASHLAND,7,104.4,121.3,"(41.87410558, -87.6667937)"
153,194,HARRISON,LAFLIN,7,32.9,3.5,"(41.874122, -87.664252)"
154,195,HARRISON,LOOMIS,7,64.6,11.4,"(41.874138, -87.661926)"
155,196,HARRISON,1335  WEST,7,12.4,4.7,"(41.874142, -87.660176)"
156,197,HARRISON,1231 WEST,7,3.3,3.9,"(41.874128, -87.658412)"
157,198,HARRISON,RACINE,"7, 755",62.0,70.1,"(41.874191, -87.657167)"
158,199,HARRISON,1100 WEST,"7,60",26.7,24.1,"(41.874231, -87.654349)"
159,200,HARRISON,MORGAN,"7,60",266.2,352.9,"(41.874283, -87.651938)"
160,201,HARRISON,900 WEST,"7,60",311.6,239.2,"(41.874341, -87.649132)"
161,202,HALSTED,HARRISON,8,226.3,642.4,"(41.87474629, -87.6470399)"
162,203,HALSTED,VAN BUREN,8,109.4,76.4,"(41.876549, -87.647117)"
163,204,HALSTED,JACKSON,8,234.8,225.9,"(41.877832, -87.647165)"
164,205,HALSTED,BLUE LINE (FOREST PARK),8,625.2,210.9,"(41.8755, -87.647254)"
165,206,HARRISON,HALSTED,"7,60,755",414.8,575.3,"(41.874441, -87.64775)"
166,207,HARRISON,900 WEST,"7,60",231.7,237.3,"(41.87447761, -87.64986281)"
167,208,HARRISON,MORGAN,"7,60",367.2,195.0,"(41.874463, -87.651583)"
168,209,HARRISON,1100 WEST,"7,60",23.0,18.3,"(41.874376, -87.65445)"
169,210,HARRISON,RACINE,"7, 755",87.1,74.1,"(41.87433, -87.657447)"
170,211,HARRISON,1232 WEST,7,2.3,4.9,"(41.87432, -87.658436)"
171,212,HARRISON,1336 WE ST,7,3.2,7.7,"(41.874335, -87.660199)"
172,213,HARRISON,LOOMIS,7,15.6,59.4,"(41.874271, -87.661608)"
173,214,HARRISON,LAFLIN,7,4.2,31.1,"(41.874251, -87.66414)"
174,215,HARRISON,ASHLAND,7,105.4,112.0,"(41.87427625, -87.66636841)"
175,216,HARRISON,HOYNE,7,8.6,11.8,"(41.874037, -87.678729)"
176,217,HARRISON,LEAVITT,7,8.1,21.7,"(41.874009, -87.681205)"
177,218,HARRISON,OAKLEY,7,13.9,46.6,"(41.87398752, -87.68358895)"
178,219,HARRISON,WESTERN,7,85.9,109.1,"(41.87396137, -87.68600523)"
179,220,HARRISON,CAMPBELL,7,10.7,14.4,"(41.873922, -87.688543)"
180,221,HARRISON,MAPLEWOOD (west leg),7,4.7,9.8,"(41.873913, -87.690493)"
181,222,HARRISON,WASHTENAW,7,10.4,75.5,"(41.87385, -87.693579)"
182,223,HARRISON,CALIFORNIA,7,56.5,71.1,"(41.87385973, -87.69597837)"
183,224,HARRISON,FRANCISCO,7,7.9,18.8,"(41.873809, -87.698405)"
184,225,HARRISON,SACRAMENTO,7,107.8,84.6,"(41.87385863, -87.70085097)"
185,226,HARRISON,ALBANY,7,15.7,18.7,"(41.87382263, -87.70329197)"
186,227,HARRISON,KEDZIE,7,49.5,89.1,"(41.8737524, -87.70571896)"
187,228,CONGRESS,KEDZIE,7,48.7,32.6,"(41.87496738, -87.70608349)"
188,229,CONGRESS,SPAULDING,7,1.9,1.9,"(41.87460174, -87.70823931)"
189,230,CONGRESS,HOMAN,7,85.2,85.3,"(41.87459474, -87.71053731)"
190,231,CONGRESS,ST. LOUIS,7,8.6,7.9,"(41.87437666, -87.71239028)"
191,233,CONGRESS,3700 WEST,"7,126",52.2,50.3,"(41.87452996, -87.71790509)"
192,5392,STATE,ELM,36,62.6,121.0,"(41.903055, -87.628508)"
193,234,CONGRESS,HAMLIN/INDEPENDENCE,"7,126",27.6,56.5,"(41.87450949, -87.71961417)"
194,235,CONGRESS,SPRINGFIELD,7,7.9,17.8,"(41.874496, -87.722588)"
195,237,CONGRESS,KARLOV,7,3.6,9.3,"(41.87439868, -87.72774701)"
196,239,CONGRESS,KILDARE,7,7.6,37.6,"(41.87434644, -87.73270301)"
197,240,HARRISON,KOSTNER,7,15.5,83.5,"(41.87377475, -87.73569932)"
198,241,HARRISON,KILBOURN (east leg),7,4.7,9.8,"(41.87334431, -87.73746946)"
199,242,HARRISON,KOLMAR (west leg),7,3.8,8.2,"(41.87330223, -87.73913875)"
200,243,HARRISON,4630 WEST,7,1.3,4.1,"(41.87324864, -87.74082431)"
201,244,HARRISON,KILPATRICK,7,3.8,38.6,"(41.87319817, -87.7424164)"
202,246,HARRISON,LAVERGNE,"7,57",33.7,38.3,"(41.87307396, -87.74898757)"
203,247,HARRISON,LEAMINGTON,"7,57",54.8,116.5,"(41.87305352, -87.75320123)"
204,248,HARRISON,LARAMIE,"7,57",97.0,94.5,"(41.8730184, -87.75465067)"
205,249,HARRISON,LOCKWOOD,7,5.4,40.9,"(41.87295351, -87.75730323)"
206,250,HARRISON,5400 WEST,7,2.0,11.3,"(41.87295262, -87.75948024)"
207,252,HARRISON,CENTRAL,7,3.2,193.6,"(41.87292396, -87.76447722)"
208,257,ROOSEVELT,5500 WEST,12,6.1,1.6,"(41.86555077, -87.76277284)"
209,258,ROOSEVELT,54TH AVENUE,12,7.1,3.2,"(41.86559297, -87.75945922)"
210,259,ROOSEVELT,5300 W. (Kropp Forge Co.),12,25.9,3.9,"(41.86564938, -87.75705277)"
211,260,ROOSEVELT,LARAMIE,12,22.0,3.6,"(41.86564859, -87.75467392)"
212,261,ROOSEVELT,51ST AVENUE,12,17.1,5.0,"(41.86573504, -87.75213825)"
213,262,ROOSEVELT,50TH AVENUE,12,29.5,7.1,"(41.86574977, -87.74975926)"
214,263,ROOSEVELT,49TH AVENUE,12,13.8,21.6,"(41.86578791, -87.74732747)"
215,265,ROOSEVELT,47TH AVENUE,12,8.7,1.5,"(41.86585838, -87.74241065)"
216,268,ROOSEVELT,KILBOURN,12,9.4,13.3,"(41.8659273, -87.73749989)"
217,270,ROOSEVELT,KILDARE,12,84.4,38.1,"(41.86599795, -87.73259722)"
218,272,ROOSEVELT,KARLOV,12,87.1,66.5,"(41.866075, -87.727721)"
219,274,ROOSEVELT,SPRINGFIELD,12,118.0,45.9,"(41.86611509, -87.72282126)"
220,275,ROOSEVELT,INDEPENDENCE,12,204.2,90.4,"(41.86614847, -87.72026246)"
221,277,ROOSEVELT,LAWNDALE,12,143.1,53.0,"(41.86617777, -87.71794192)"
222,278,ROOSEVELT,CENTRAL PARK,12,205.4,102.6,"(41.86620404, -87.71563462)"
223,279,ROOSEVELT,ST. LOUIS,12,80.2,100.7,"(41.866258, -87.713081)"
224,283,ROOSEVELT,ALBANY,12,50.1,114.5,"(41.86634562, -87.703247)"
225,284,ROOSEVELT,SACRAMENTO,12,89.4,77.3,"(41.8663703, -87.7009535)"
226,285,ROOSEVELT,FRANCISCO,12,57.5,148.5,"(41.866419, -87.698427)"
227,287,ROOSEVELT,WASHTENAW,12,36.4,19.3,"(41.866475, -87.693527)"
228,288,ROOSEVELT,TALMAN,12,12.4,4.2,"(41.866485, -87.692302)"
229,296,ROOSEVELT,WOLCOTT,12,8.2,1.9,"(41.86662475, -87.6735674)"
230,297,ROOSEVELT,WOOD,12,134.2,44.7,"(41.86664343, -87.67146821)"
231,298,ROOSEVELT,PAULINA,12,150.8,192.7,"(41.86669057, -87.66900774)"
232,300,ROOSEVELT,LAFLIN,12,5.3,5.9,"(41.86676743, -87.66409989)"
233,302,ROOSEVELT,THROOP,12,68.6,94.9,"(41.86684613, -87.65925658)"
234,303,ROOSEVELT,RACINE,12,299.4,186.6,"(41.86688693, -87.65681615)"
235,305,ROOSEVELT,BLUE ISLAND,12,108.7,41.4,"(41.86693795, -87.65360529)"
236,306,ROOSEVELT,MORGAN,12,94.0,71.5,"(41.86702954, -87.65122372)"
237,307,ROOSEVELT,900 EAST,12,27.2,64.2,"(41.86700611, -87.64940554)"
238,310,ROOSEVELT,JEFFERSON,"12,18,N62",293.5,219.8,"(41.86711861, -87.64227064)"
239,312,ROOSEVELT,CANAL,"12,18,N62",610.8,175.8,"(41.86713891, -87.63882598)"
240,313,ROOSEVELT,327 WEST,"12,18,N62",9.3,15.6,"(41.86718878, -87.63557243)"
241,315,ROOSEVELT,CLARK,"12,18,N62",48.5,388.9,"(41.86723861, -87.63060611)"
242,316,ROOSEVELT,STATE,"12,18,130,146,192",322.2,2370.9,"(41.86728699, -87.62711056)"
243,318,ROOSEVELT,MICHIGAN,12,27.9,493.0,"(41.867333, -87.624345)"
244,326,ROOSEVELT,327 WEST,"12,18,N62",8.9,39.9,"(41.86741626, -87.6355436)"
245,327,ROOSEVELT,CANAL,"12,18,N62",340.0,775.8,"(41.86740019, -87.63905542)"
246,328,ROOSEVELT,CLINTON,"12,18,N62",97.7,122.8,"(41.86735198, -87.64057609)"
247,329,ROOSEVELT,JEFFERSON,"12,18,N62",234.2,327.3,"(41.86732793, -87.64204071)"
248,331,ROOSEVELT,HALSTED,12,259.0,499.5,"(41.86727379, -87.64654307)"
249,332,ROOSEVELT,900 WEST,12,47.1,38.4,"(41.86721921, -87.64943144)"
250,333,ROOSEVELT,MORGAN,12,81.9,129.6,"(41.86718872, -87.65089349)"
251,334,ROOSEVELT,BLUE ISLAND,12,78.2,151.4,"(41.8671672, -87.65307965)"
252,335,ROOSEVELT,MAY,12,12.3,17.6,"(41.86711341, -87.65499111)"
253,336,ROOSEVELT,RACINE,12,188.8,285.4,"(41.86710533, -87.65651505)"
254,337,ROOSEVELT,THROOP,12,100.1,123.1,"(41.86706609, -87.65903469)"
255,340,ROOSEVELT,ASHLAND,12,360.3,332.3,"(41.86695091, -87.66619588)"
256,341,ROOSEVELT,PAULINA,12,163.5,163.5,"(41.86702876, -87.66879274)"
257,342,ROOSEVELT,WOOD,12,66.7,180.5,"(41.86700369, -87.67112322)"
258,343,ROOSEVELT,WOLCOTT,12,2.4,18.8,"(41.86695936, -87.67353822)"
259,344,ROOSEVELT,DAMEN,12,71.0,213.6,"(41.86693534, -87.67595278)"
260,348,ROOSEVELT,WESTERN,12,361.8,266.7,"(41.86671595, -87.68585449)"
261,349,ROOSEVELT,CAMPBELL (east leg),12,19.2,11.6,"(41.86668409, -87.68877572)"
262,350,ROOSEVELT,TALMAN,12,3.9,16.7,"(41.86659701, -87.692167)"
263,351,ROOSEVELT,WASHTENAW,12,17.9,76.3,"(41.86663483, -87.6933021)"
264,353,ROOSEVELT,FRANCISCO,12,58.6,80.5,"(41.86656508, -87.69825112)"
265,354,ROOSEVELT,SACRAMENTO,12,105.2,122.5,"(41.86653975, -87.70064598)"
266,355,ROOSEVELT,ALBANY,12,84.8,51.7,"(41.86651191, -87.70314478)"
267,356,ROOSEVELT,KEDZIE,12,348.6,364.9,"(41.86650058, -87.70540269)"
268,357,ROOSEVELT,SPAULDING,12,53.5,71.6,"(41.86644971, -87.70792594)"
269,358,ROOSEVELT,HOMAN,12,301.3,396.5,"(41.86641794, -87.71026976)"
270,359,ROOSEVELT,ST. LOUIS,12,70.9,111.8,"(41.86640459, -87.71287363)"
271,361,ROOSEVELT,LAWNDALE,12,25.4,108.4,"(41.86634534, -87.71776518)"
272,362,ROOSEVELT,INDEPENDENCE,12,99.4,215.5,"(41.86632553, -87.71938526)"
273,364,ROOSEVELT,SPRINGFIELD,12,42.5,208.3,"(41.86628473, -87.72265925)"
274,365,ROOSEVELT,PULASKI,12,189.7,558.3,"(41.86625401, -87.72504075)"
275,366,ROOSEVELT,KARLOV,12,40.0,115.5,"(41.86620917, -87.72754305)"
276,367,ROOSEVELT,KEELER,12,45.2,122.0,"(41.86618436, -87.72995235)"
277,368,ROOSEVELT,KILDARE,12,29.6,102.7,"(41.86612304, -87.73235721)"
278,369,ROOSEVELT,KOSTNER,12,49.3,156.5,"(41.86610406, -87.73479765)"
279,370,ROOSEVELT,KILBOURN,12,5.9,11.9,"(41.86606861, -87.73720243)"
280,373,ROOSEVELT,47TH AVENUE,12,1.1,10.4,"(41.86601816, -87.7422535)"
281,375,ROOSEVELT,49TH AVENUE,12,38.5,78.8,"(41.86593304, -87.74702963)"
282,376,ROOSEVELT,50TH AVENUE,12,6.7,45.7,"(41.86590245, -87.74946275)"
283,377,ROOSEVELT,51ST AVENUE,12,4.0,24.7,"(41.86584906, -87.75203042)"
284,379,ROOSEVELT,5300 WEST,12,1.3,8.2,"(41.86581474, -87.7570127)"
285,380,ROOSEVELT,54TH AVENUE,12,2.2,12.9,"(41.86576771, -87.75926107)"
286,381,ROOSEVELT,5500 WEST,12,0.2,4.4,"(41.86571503, -87.7620988)"
287,382,ROOSEVELT,CENTRAL,12,39.5,240.2,"(41.86566632, -87.76416931)"
288,386,MADISON,AUSTIN,20,619.2,156.6,"(41.880313, -87.774043)"
289,388,MADISON,MAYFIELD (east leg),20,159.2,5.1,"(41.88000915, -87.7714723)"
290,389,MADISON,MENARD,20,127.8,14.7,"(41.88008776, -87.76992191)"
291,390,MADISON,WALLER,20,70.9,14.4,"(41.88010476, -87.76821491)"
292,391,MADISON,PARKSIDE,20,73.4,39.2,"(41.88014676, -87.76661691)"
293,393,MADISON,PINE,20,81.7,15.8,"(41.88018349, -87.7632177)"
294,394,MADISON,LOTUS (west leg),20,201.0,51.7,"(41.88020276, -87.76191891)"
295,395,MADISON,LONG,20,126.6,31.5,"(41.88019981, -87.75996715)"
296,396,MADISON,LOCKWOOD (west leg),20,136.6,65.9,"(41.88025187, -87.75778965)"
297,397,MADISON,LARAMIE,20,522.6,228.5,"(41.88027, -87.75526)"
298,402,MADISON,KILPATRICK,20,72.7,53.0,"(41.880443, -87.742998)"
299,403,MADISON,KENTON (west leg),20,52.4,47.4,"(41.880475, -87.740705)"
300,406,MADISON,KILDARE,20,185.8,197.0,"(41.88053063, -87.7331241)"
301,409,MADISON,PULASKI,20,596.0,547.3,"(41.88061422, -87.72582347)"
302,410,MADISON,SPRINGFIELD,20,193.2,114.4,"(41.880697, -87.723388)"
303,411,MADISON,HAMLIN,20,240.7,138.2,"(41.88073, -87.721025)"
304,412,MADISON,CENTRAL PARK,20,43.9,66.6,"(41.8808072, -87.7159745)"
