Name,Coordinates
East River Rd & Carmen,         -87.84658291699998,41.971302724,0,
Pavilion 5441 Building,         -87.84299182199999,41.97852496899998,0,
Irving Park & Cumberland,         -87.83641751300001,41.95195466000001,0,
Lawrence & Chester,         -87.838993233,41.96669260300001,0,
Lawrence & Cumberland,         -87.83643297399999,41.96669985300002,0,
Cumberland & Ainslie,         -87.83659367799999,41.96831461599999,0,
Cumberland & Argyle,         -87.83670999899999,41.97032400000001,0,
Bryn Mawr & Gregory,         -87.83718399999998,41.98031400000002,0,
Belmont & Plainfield,         -87.833413968,41.93758871300003,0,
Irving Park & Plainfield,         -87.83412095199998,41.95217966600001,0,
Addison & Paris,         -87.83023935799997,41.94503206799999,0,
Irving Park & Pioneer,         -87.83164532699999,41.95222817600001,0,
Lawrence & Courtland,         -87.83147139300002,41.96657548600001,0,
Lawrence & Prospect,         -87.83101847400002,41.96676516600002,0,
Lawrence & Vine,         -87.82882447700001,41.96664628899998,0,
Lawrence & Canfield,         -87.82659778099998,41.966930633,0,
Washington & Summit,         -87.82679661399999,42.00772951599998,0,
Belmont & Ozanam (78th Avenue),         -87.82147456899997,41.93776212099999,0,
Lawrence & Opal,         -87.82322630200002,41.96674029600001,0,
Talcott & Canfield,         -87.82192300000003,41.99332900000002,0,
Canfield & Palatine,         -87.82178224400002,41.99493809000001,0,
Addison & Overhill,         -87.819467347,41.94528657799998,0,
Devon & Overhill,         -87.819091001,41.99685399999998,0,
Belmont & Oriole (76th Avenue),         -87.81658557499998,41.937837118,0,
Harlem & Altgeld,         -87.806435626,41.92517638499999,0,
Harlem & Grand,         -87.80617883000002,41.92421271699999,0,
Harlem & Wrightwood,         -87.80623984800002,41.92703647899998,0,
Harlem & Barry,         -87.80675500000001,41.93644699999999,0,
Harlem & Roscoe,         -87.80679300000003,41.94150300000001,0,
Harlem & Cornelia,         -87.807006,41.94352800000001,0,
Harlem & Waveland,         -87.80698999999998,41.94700399999999,0,
Harlem & Forest Preserve Avenue,         -87.80719163600003,41.95368203599998,0,
Lawrence & Octavia,         -87.80951051199997,41.96726754600002,0,
Harlem & Lawrence,         -87.80730553799998,41.96749736499999,0,
Harlem & Argyle,         -87.80694273300003,41.97179399599997,0,
Harlem & Summerdale,         -87.80709093399997,41.97723909199999,0,
Harlem Blue Line Station,         -87.80840792200001,41.98196220900002,0,
Palatine & Harlem,         -87.80692899899998,41.99533800099999,0,
6486 N Northwest Hwy,         -87.80954399900003,41.99857200000002,0,
Harlem & Ontario,         -87.80499844299999,41.890957007,0,
Harlem & Oak,         -87.80525962000002,41.89236829499998,0,
Harlem & Lemoyne,         -87.80594654800001,41.90713254399998,0,
Addison & Nordica,         -87.80344400000001,41.94527300099998,0,
Higgins & Montclare,         -87.804744884,41.980545581,0,
Northwest Hwy & Neva,         -87.80470000000003,41.99579999999997,0,
63rd Street & Harlem,         -87.801223822,41.777131677,0,
Harlem & 62nd Street,         -87.80082699899998,41.779022,0,
Harlem & 59th Street,         -87.801419555,41.78472814399998,0,
Harlem & 57th Street,         -87.80123099999997,41.788252,0,
Cermak & Home,         -87.79815600000001,41.85055799999998,0,
Grand & Sayre,         -87.80085099899998,41.923497,0,
Irving Park & Sayre,         -87.80104568799999,41.95280018800003,0,
Northwest Hwy & Raven,         -87.79886835600001,41.99230361600002,0,
Northwest Hwy & Niagara,         -87.80083969999998,41.993399635,0,
65th Street & Sayre,         -87.79594779899998,41.77370161099998,0,
Grand & Oak Park,         -87.79541381000001,41.92351819300001,0,
Diversey & Oak Park,         -87.79533937000002,41.930936121,0,
Irving Park & Oak Park,         -87.79609920399997,41.95280984099998,0,
Gunnison & Oak Park,         -87.79782742700002,41.96828371100003,0,
Higgins & Talcott,         -87.79542135100002,41.978758938,0,
63rd Street & New England,         -87.79371968499999,41.77741612099999,0,
Gunnison & Natoma,         -87.792758209,41.96831346800002,0,
63rd Street & Normandy,         -87.78848487200003,41.77762193199999,0,
Fullerton & Grand,         -87.79073522900001,41.92357280200002,0,
6600 W Diversey,         -87.79052301500002,41.93102089600001,0,
Diversey & Natchez,         -87.78822700000001,41.930904,0,
Addison & Neenah,         -87.79008999899997,41.94553500000001,0,
Gunnison & Neenah,         -87.790254307,41.96844150499999,0,
Nagle & Peterson,         -87.78752712099998,41.99003026100002,0,
Nagle & Raven,         -87.78760294800003,41.993805103,0,
Archer & Natchez,         -87.78414461300002,41.79238300999998,0,
Lake Street & Ridgeland,         -87.78447557800001,41.88815796400002,0,
Ridgeland & Chicago,         -87.78499282600001,41.89468759800002,0,
Ridgeland & Augusta,         -87.78480100000002,41.898098,0,
Ridgeland & Thomas,         -87.78496516899997,41.89979909700003,0,
Ridgeland & Berkshire,         -87.78405621899998,41.90375774799998,0,
North Ave & Narragansett,         -87.78510758300001,41.90906272699999,0,
Narragansett & Bloomingdale,         -87.78503899999998,41.912685001,0,
Narragansett & Dickens,         -87.78516117499998,41.91818166199999,0,
Narragansett & Palmer,         -87.78540299999997,41.92013200000002,0,
Fullerton & Narragansett,         -87.78528450099998,41.92378885800002,0,
Narragansett & Fullerton,         -87.78552697800001,41.92345282600002,0,
Narragansett & George,         -87.78567199999998,41.93274200000002,0,
Addison & Mobile,         -87.78372730199999,41.945752578,0,
Narragansett & Irving Park,         -87.78665811299999,41.95304141299999,0,
Irving Park & Narragansett,         -87.78638133099997,41.95299133899999,0,
Irving Park & Mobile,         -87.78368926600001,41.952890943,0,
Narragansett & Wright College,         -87.78686258099998,41.95829423599997,0,
Narragansett & Berteau,         -87.78658197300001,41.95645644699999,0,
Nagle & Narragansett/Sunnyside,         -87.78716812900001,41.96332076300001,0,
Higgins & Mobile,         -87.78523084,41.975370419,0,
North Ave & Lombard,         -87.78090531999999,41.90910983100002,0,
Fullerton & Mobile,         -87.78304408600002,41.92381774500001,0,
Diversey & Mobile,         -87.78335499999997,41.93096800000001,0,
Belmont & Mobile,         -87.78343361100002,41.93839754800001,0,
Addison & Melvina,         -87.78148199899999,41.94565999999998,0,
Irving Park & Melvina,         -87.78182199899999,41.95291200000003,0,
Caldwell & Moselle,         -87.78305000099999,42.005562,0,
Fullerton & Meade,         -87.77824857899998,41.92375675699998,0,
Diversey & Meade,         -87.77829433800002,41.93117192,0,
Addison & Austin,         -87.77704625400003,41.94582927099998,0,
Austin & Grace,         -87.77670499999999,41.94948900000003,0,
Montrose & Austin,         -87.77683767500002,41.96042014099999,0,
Austin & Leland,         -87.77727399899999,41.965802,0,
Caldwell & Wildwood,         -87.77972891899998,42.00349313499999,0,
65th Street & Meade,         -87.77390275800002,41.77407965600003,0,
Fillmore & Mason,         -87.77306800000002,41.86724299999997,0,
Austin & Washington,         -87.77456775000002,41.88219675800002,0,
Austin & Lake,         -87.77482935400002,41.88817172699999,0,
Austin & Fulton/Pleasant,         -87.77490273799998,41.88536999500002,0,
North Ave & Mayfield,         -87.77314185699998,41.90938737800002,0,
Austin & Belden,         -87.77572600000002,41.92208099999999,0,
